'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[02:13:41.426 07/11/2076]',-150.818,-22.662,87.131,-57.827,140.659,-111.746,-69.548,-103.541,126.984,-232.088,-237.558,-111.746,-284.444,-328.987,-25.397,184.029,-192.625,-325.470,-86.349,-99.243,-186.764,-135.580,-25.397
'[02:13:41.430 07/11/2076]',-179.731,-35.946,72.674,-63.297,119.560,-131.282,-85.568,-107.839,131.282,-252.015,-268.425,-143.004,-301.636,-329.768,-47.668,148.083,-221.148,-344.615,-71.893,-97.680,-178.168,-122.295,-47.668
'[02:13:41.434 07/11/2076]',-203.565,-54.310,58.608,-61.734,94.945,-150.427,-99.243,-106.276,126.984,-271.941,-283.272,-128.156,-307.888,-344.615,-66.813,163.712,-246.935,-354.774,-57.827,-85.958,-168.010,-120.342,-66.813
'[02:13:41.438 07/11/2076]',-229.353,-72.283,48.059,-60.171,65.641,-168.010,-106.667,-103.932,117.607,-289.133,-287.570,-125.031,-313.748,-355.946,-83.614,170.745,-269.988,-360.635,-47.277,-75.018,-151.600,-116.435,-83.614
'[02:13:41.441 07/11/2076]',-260.611,-84.396,35.946,-61.734,35.165,-183.639,-113.700,-108.230,111.746,-305.934,-304.762,-168.791,-333.284,-349.304,-101.978,116.435,-291.868,-370.794,-35.165,-74.628,-123.858,-101.197,-101.978
'[02:13:41.445 07/11/2076]',-293.822,-96.117,23.053,-64.078,5.079,-199.658,-121.123,-114.090,103.541,-323.907,-324.689,-199.658,-352.039,-347.350,-118.388,74.237,-310.623,-376.654,-22.271,-71.502,-99.634,-87.521,-118.388
'[02:13:41.449 07/11/2076]',-314.921,-112.527,12.503,-62.906,-19.927,-211.770,-125.031,-120.342,91.038,-338.364,-314.921,-202.393,-353.993,-362.198,-130.110,82.442,-322.735,-373.138,-11.722,-54.701,-82.051,-89.866,-130.110
'[02:13:41.453 07/11/2076]',-337.973,-126.203,0.000,-64.860,-44.542,-221.538,-132.454,-129.328,82.833,-355.946,-307.888,-218.022,-357.900,-373.138,-142.222,74.628,-335.238,-373.138,0.781,-43.761,-58.217,-91.038,-142.222
'[02:13:41.457 07/11/2076]',-364.933,-132.845,-14.847,-69.939,-68.767,-232.479,-143.004,-138.315,75.409,-374.701,-328.987,-234.042,-372.747,-370.012,-157.851,39.463,-352.430,-378.608,15.629,-44.151,-35.946,-76.581,-157.851
'[02:13:41.461 07/11/2076]',-384.860,-137.534,-28.523,-73.455,-91.819,-240.684,-150.037,-141.832,67.204,-390.720,-342.271,-242.247,-379.780,-368.059,-170.745,11.722,-368.840,-378.608,29.304,-42.589,-17.973,-65.250,-170.745
'[02:13:41.465 07/11/2076]',-401.270,-143.785,-38.681,-76.581,-117.607,-248.107,-150.427,-144.176,50.012,-404.005,-330.549,-264.127,-379.389,-378.217,-180.513,-8.987,-382.125,-370.403,39.463,-27.350,2.735,-72.283,-180.513
'[02:13:41.469 07/11/2076]',-419.634,-148.474,-45.324,-77.363,-144.567,-257.094,-146.129,-143.004,34.383,-413.773,-323.126,-279.365,-383.297,-381.734,-185.983,-30.085,-394.237,-362.589,46.105,-20.317,26.178,-72.674,-185.983
'[02:13:41.473 07/11/2076]',-436.435,-150.037,-53.919,-71.502,-169.182,-264.518,-143.004,-135.189,20.708,-418.852,-336.020,-261.001,-383.687,-380.952,-192.625,-36.337,-399.707,-352.430,54.701,-18.364,46.105,-63.297,-192.625
'[02:13:41.477 07/11/2076]',-450.501,-151.600,-60.952,-64.469,-190.672,-273.504,-138.315,-124.640,11.722,-425.104,-345.788,-261.392,-387.204,-371.575,-199.658,-61.343,-405.958,-340.317,61.734,-18.755,69.548,-51.184,-199.658
'[02:13:41.480 07/11/2076]',-462.222,-150.037,-65.641,-66.813,-211.380,-275.458,-129.719,-128.156,3.907,-430.183,-329.768,-287.179,-386.813,-367.277,-201.612,-86.740,-409.866,-326.252,66.422,-17.192,92.210,-48.449,-201.612
'[02:13:41.484 07/11/2076]',-463.004,-143.785,-71.893,-74.628,-224.274,-266.081,-126.593,-135.971,2.735,-430.965,-326.642,-281.709,-377.436,-359.853,-207.082,-91.819,-409.866,-310.623,72.674,-12.112,101.978,-39.072,-207.082
'[02:13:41.488 07/11/2076]',-456.752,-142.222,-80.098,-76.972,-237.167,-254.750,-128.156,-135.971,-4.298,-436.044,-317.265,-266.471,-364.542,-361.416,-210.208,-87.521,-412.991,-296.557,80.879,1.172,105.495,-38.681,-210.208
'[02:13:41.492 07/11/2076]',-453.236,-139.878,-87.131,-85.568,-252.796,-250.061,-125.031,-137.143,-12.112,-439.951,-307.106,-289.133,-356.728,-357.900,-211.770,-122.295,-420.415,-282.491,87.912,9.768,115.653,-38.291,-211.770
'[02:13:41.496 07/11/2076]',-448.156,-136.361,-92.991,-89.084,-264.908,-248.889,-119.951,-132.063,-17.582,-439.170,-310.623,-299.683,-349.695,-343.443,-212.552,-161.368,-427.057,-263.736,93.773,12.894,125.812,-30.085,-212.552
'[02:13:41.500 07/11/2076]',-439.560,-138.706,-96.508,-82.051,-277.411,-249.280,-112.137,-117.607,-25.788,-436.044,-301.636,-261.783,-330.159,-340.317,-209.035,-146.520,-428.230,-241.465,97.289,23.443,135.971,-29.695,-209.035
'[02:13:41.504 07/11/2076]',-431.355,-142.613,-98.071,-78.144,-289.524,-250.842,-104.322,-103.932,-34.383,-435.263,-283.272,-238.339,-312.186,-333.284,-205.519,-140.269,-434.872,-218.803,98.852,34.774,148.474,-31.258,-205.519
'[02:13:41.508 07/11/2076]',-427.839,-137.534,-100.024,-78.144,-301.636,-247.717,-97.680,-95.726,-37.118,-430.574,-278.974,-252.015,-306.325,-307.497,-203.175,-181.685,-445.421,-194.188,100.806,32.039,163.712,-16.020,-203.175
'[02:13:41.512 07/11/2076]',-424.713,-130.501,-101.197,-73.455,-314.139,-238.730,-90.256,-86.740,-42.198,-416.899,-280.147,-248.889,-296.166,-281.319,-198.877,-211.770,-443.468,-169.182,101.978,32.430,178.950,-0.391,-198.877
'[02:13:41.516 07/11/2076]',-416.899,-127.766,-99.243,-65.250,-325.861,-229.744,-78.535,-75.409,-51.966,-405.177,-253.968,-222.711,-272.723,-276.630,-189.890,-194.188,-437.607,-141.832,100.024,47.277,194.969,-6.642,-189.890
'[02:13:41.520 07/11/2076]',-412.991,-125.031,-94.554,-62.515,-336.801,-222.320,-67.204,-68.376,-57.045,-398.144,-228.962,-211.770,-252.405,-268.816,-182.466,-192.234,-439.560,-115.653,95.336,60.562,214.896,-10.549,-182.466
'[02:13:41.523 07/11/2076]',-416.899,-117.607,-92.210,-52.747,-347.741,-213.724,-61.343,-56.654,-60.171,-388.767,-234.042,-191.453,-241.856,-248.498,-178.950,-205.519,-440.342,-94.554,92.991,65.641,232.088,3.516,-178.950
'[02:13:41.527 07/11/2076]',-419.243,-110.965,-89.084,-42.979,-357.118,-204.737,-56.264,-43.761,-64.469,-381.343,-237.558,-172.308,-232.088,-229.353,-176.215,-217.241,-440.342,-73.846,89.866,68.376,250.842,15.238,-176.215
'[02:13:41.531 07/11/2076]',-420.806,-105.495,-83.614,-38.681,-364.933,-196.923,-48.840,-36.728,-70.330,-375.092,-214.505,-182.857,-219.585,-215.678,-171.526,-235.604,-437.998,-55.873,84.396,78.144,274.286,13.284,-171.526
'[02:13:41.535 07/11/2076]',-420.806,-96.117,-78.144,-34.774,-368.840,-188.718,-41.026,-30.867,-76.190,-364.151,-198.877,-180.513,-206.300,-197.314,-166.838,-249.280,-431.746,-38.681,78.926,80.879,297.729,19.536,-166.838
'[02:13:41.539 07/11/2076]',-419.634,-87.912,-75.018,-23.443,-375.873,-178.950,-35.556,-15.238,-83.614,-346.178,-210.989,-146.129,-193.016,-172.698,-166.447,-255.140,-420.024,-21.099,75.800,76.190,321.563,34.774,-166.447
'[02:13:41.543 07/11/2076]',-413.382,-82.051,-65.250,-20.317,-377.827,-169.963,-24.615,-8.987,-85.568,-331.331,-194.969,-136.361,-171.526,-160.586,-158.632,-256.703,-406.349,-4.298,66.032,82.833,343.053,32.430,-158.632
'[02:13:41.547 07/11/2076]',-405.568,-71.111,-55.482,-26.178,-374.701,-156.679,-16.410,-10.159,-81.661,-318.828,-178.559,-148.864,-151.990,-145.348,-155.507,-275.067,-395.018,12.894,56.264,88.694,355.165,34.383,-155.507
'[02:13:41.551 07/11/2076]',-394.237,-66.422,-48.059,-20.708,-370.794,-143.394,-11.722,-3.126,-81.661,-303.199,-175.433,-115.653,-131.673,-138.315,-153.162,-252.796,-380.952,25.788,48.840,96.508,356.337,38.291,-153.162
'[02:13:41.555 07/11/2076]',-382.515,-63.297,-35.946,-17.973,-362.979,-131.282,-6.642,0.391,-79.316,-289.915,-156.679,-94.945,-109.792,-135.189,-147.692,-227.790,-361.026,33.993,36.728,105.495,362.198,33.602,-147.692
'[02:13:41.559 07/11/2076]',-377.045,-54.701,-26.960,-18.755,-352.039,-124.249,-3.126,1.172,-76.190,-277.411,-150.427,-114.090,-98.852,-119.560,-145.348,-253.968,-347.350,37.118,27.741,103.932,370.794,39.072,-145.348
'[02:13:41.563 07/11/2076]',-372.747,-51.575,-21.490,-14.457,-341.880,-125.031,-3.126,7.424,-76.190,-262.955,-162.540,-118.388,-94.164,-100.415,-144.957,-280.147,-337.192,37.509,22.271,98.462,381.734,49.621,-144.957
'[02:13:41.566 07/11/2076]',-364.933,-55.482,-14.847,-6.252,-328.987,-128.547,-1.563,16.020,-78.535,-250.452,-150.037,-81.661,-74.628,-100.024,-140.269,-245.763,-325.079,41.026,15.629,106.276,388.767,43.761,-140.269
'[02:13:41.570 07/11/2076]',-356.728,-58.999,-6.642,-1.172,-312.186,-132.063,-1.172,21.099,-78.144,-241.465,-133.236,-64.469,-58.217,-96.899,-134.799,-225.446,-318.046,43.370,7.424,114.481,392.283,40.244,-134.799
'[02:13:41.574 07/11/2076]',-352.039,-58.608,-3.126,2.735,-297.729,-135.189,-4.298,25.788,-76.581,-230.525,-139.487,-73.065,-58.217,-76.972,-135.971,-248.107,-316.093,41.416,3.907,106.667,398.144,51.966,-135.971
'[02:13:41.578 07/11/2076]',-348.132,-58.217,1.172,9.377,-282.100,-138.706,-7.033,32.039,-74.237,-220.757,-147.302,-69.158,-56.654,-61.734,-135.580,-257.094,-310.232,41.026,-0.391,99.634,400.879,62.906,-135.580
'[02:13:41.582 07/11/2076]',-337.582,-60.952,9.768,14.066,-264.518,-139.878,-6.642,36.337,-75.800,-210.989,-126.593,-62.906,-42.589,-65.250,-131.282,-236.386,-298.901,43.761,-8.987,107.057,399.707,52.357,-131.282
'[02:13:41.586 07/11/2076]',-327.033,-62.125,17.582,13.284,-244.591,-139.878,-8.596,35.556,-73.846,-203.175,-112.918,-62.515,-32.430,-66.032,-128.156,-225.446,-292.650,42.589,-16.801,109.792,397.753,46.105,-128.156
'[02:13:41.590 07/11/2076]',-322.735,-62.906,21.490,21.880,-229.353,-144.567,-14.457,48.059,-75.409,-197.314,-128.156,-33.602,-31.648,-60.562,-129.328,-212.552,-289.915,37.118,-20.708,106.667,392.283,50.403,-129.328
'[02:13:41.594 07/11/2076]',-316.484,-66.032,26.960,29.695,-215.287,-153.162,-16.410,59.780,-76.581,-193.407,-134.408,-14.457,-30.085,-55.092,-128.938,-205.128,-286.789,34.383,-26.178,103.932,389.939,52.357,-128.938
'[02:13:41.598 07/11/2076]',-311.013,-64.469,35.946,32.821,-205.910,-157.070,-10.549,67.985,-80.098,-189.109,-116.435,-26.178,-27.741,-48.059,-125.031,-210.989,-280.537,34.383,-35.165,101.978,391.111,47.277,-125.031
'[02:13:41.602 07/11/2076]',-305.934,-62.906,45.714,41.807,-203.956,-157.851,-1.563,82.442,-87.912,-184.811,-100.024,-5.861,-23.834,-41.026,-121.905,-192.234,-270.769,37.118,-44.933,98.462,395.018,42.589,-121.905
'[02:13:41.605 07/11/2076]',-297.338,-59.389,52.747,51.184,-201.612,-154.725,3.907,99.634,-91.819,-177.778,-104.713,23.053,-21.099,-28.523,-118.779,-182.466,-257.875,40.635,-51.966,91.038,391.893,49.231,-118.779
'[02:13:41.609 07/11/2076]',-284.054,-53.529,61.734,52.357,-196.923,-147.302,12.503,107.839,-94.945,-170.745,-88.694,21.099,-14.457,-23.443,-110.965,-183.639,-244.591,50.012,-60.952,92.601,383.687,44.542,-110.965
'[02:13:41.613 07/11/2076]',-267.253,-48.449,62.515,57.827,-190.281,-138.706,14.847,119.170,-98.071,-164.493,-80.098,21.880,-12.503,-18.364,-105.495,-184.420,-234.823,57.827,-61.734,93.773,364.933,43.370,-105.495
'[02:13:41.617 07/11/2076]',-249.280,-49.231,62.515,67.204,-184.420,-135.971,17.973,134.017,-102.759,-158.632,-74.237,57.045,-5.079,-17.582,-101.197,-155.116,-224.274,66.032,-61.734,97.289,348.523,41.807,-101.197
'[02:13:41.621 07/11/2076]',-231.697,-51.966,61.734,73.455,-180.904,-134.408,23.053,144.567,-110.574,-157.851,-53.919,81.661,2.344,-20.708,-97.289,-125.421,-216.850,74.237,-60.952,103.541,334.066,33.993,-97.289
'[02:13:41.625 07/11/2076]',-218.022,-48.449,60.171,73.065,-178.168,-134.017,27.741,151.600,-115.263,-159.023,-42.589,65.641,0.391,-11.331,-96.899,-143.785,-213.333,80.098,-59.389,100.024,324.298,33.211,-96.899
'[02:13:41.629 07/11/2076]',-205.519,-46.496,58.608,73.065,-176.606,-132.845,31.258,158.242,-117.998,-160.977,-43.761,64.469,-1.954,0.000,-96.899,-160.195,-209.426,85.568,-57.827,93.773,316.484,35.946,-96.899
'[02:13:41.633 07/11/2076]',-184.811,-48.840,58.608,73.846,-173.089,-128.156,37.509,163.321,-120.733,-161.758,-26.178,96.899,11.722,-9.768,-93.382,-119.951,-199.267,94.554,-57.827,101.587,303.590,21.490,-93.382
'[02:13:41.637 07/11/2076]',-165.275,-48.840,59.389,72.283,-167.228,-121.514,41.807,165.275,-119.951,-162.540,-7.424,113.700,23.053,-18.364,-87.912,-93.773,-191.062,101.587,-58.608,105.495,290.305,9.768,-87.912
'[02:13:41.641 07/11/2076]',-150.427,-46.105,55.092,71.893,-162.540,-114.481,41.416,166.838,-112.527,-160.977,-18.364,110.183,19.536,-5.079,-86.740,-109.792,-185.592,101.197,-54.310,94.164,280.537,19.145,-86.740
'[02:13:41.645 07/11/2076]',-134.799,-46.496,50.403,70.720,-158.242,-107.448,41.416,164.493,-107.448,-158.242,-27.350,111.746,17.582,2.735,-85.177,-116.435,-178.950,102.369,-49.621,86.740,268.425,26.569,-85.177
'[02:13:41.648 07/11/2076]',-112.137,-47.668,46.886,69.548,-148.083,-96.508,42.979,159.023,-102.759,-156.288,-2.344,109.402,27.350,-5.079,-78.144,-96.508,-168.400,107.839,-46.105,94.164,250.452,13.675,-78.144
'[02:13:41.652 07/11/2076]',-90.647,-48.449,42.589,69.158,-138.706,-87.131,44.542,153.944,-97.680,-152.381,16.020,105.495,34.383,-8.596,-71.111,-83.223,-160.977,111.355,-41.807,95.336,235.214,7.424,-71.111
'[02:13:41.656 07/11/2076]',-73.065,-49.621,37.118,71.111,-131.282,-82.051,43.370,155.507,-91.429,-145.739,3.516,125.031,35.556,-3.126,-68.767,-71.111,-153.944,111.355,-36.337,89.866,223.101,11.722,-68.767
'[02:13:41.660 07/11/2076]',-55.873,-49.621,35.556,70.330,-121.514,-76.190,44.542,154.335,-84.005,-138.315,0.391,129.719,40.244,-1.954,-64.078,-66.422,-143.785,110.965,-34.774,84.786,212.943,11.331,-64.078
'[02:13:41.664 07/11/2076]',-39.072,-49.231,34.774,67.595,-113.309,-74.237,49.231,151.990,-77.753,-130.110,9.768,109.792,41.416,2.344,-57.827,-74.237,-135.580,113.309,-33.993,77.363,210.598,7.033,-57.827
'[02:13:41.668 07/11/2076]',-24.615,-49.231,36.728,58.999,-103.932,-71.111,53.529,143.394,-70.720,-124.249,8.987,102.759,39.853,13.675,-55.482,-81.270,-128.156,111.355,-35.946,69.158,204.737,12.112,-55.482
'[02:13:41.672 07/11/2076]',-4.298,-49.621,34.774,53.919,-89.084,-60.171,49.231,135.971,-61.343,-123.468,10.549,115.653,47.668,8.205,-52.357,-63.297,-122.295,114.872,-33.993,72.283,182.857,10.159,-52.357
'[02:13:41.676 07/11/2076]',16.020,-49.621,33.602,48.449,-75.409,-49.621,46.886,127.766,-53.529,-124.640,21.880,97.289,50.794,4.298,-47.668,-67.595,-116.825,117.216,-32.821,72.674,164.884,5.861,-47.668
'[02:13:41.680 07/11/2076]',29.304,-44.933,33.211,41.807,-64.860,-40.244,45.714,120.342,-44.542,-123.468,18.755,78.535,48.840,10.549,-45.714,-85.177,-109.011,120.733,-32.430,66.813,150.818,9.768,-45.714
'[02:13:41.684 07/11/2076]',46.496,-43.761,34.774,39.853,-54.310,-28.523,44.933,117.607,-36.337,-116.435,21.490,100.024,58.999,5.079,-41.026,-53.919,-95.726,126.203,-33.993,67.595,134.017,8.205,-41.026
'[02:13:41.688 07/11/2076]',62.906,-43.370,39.463,37.900,-46.105,-17.582,48.059,114.481,-30.867,-109.011,34.383,110.965,67.204,1.563,-35.946,-27.741,-83.223,135.189,-38.681,67.204,124.249,4.298,-35.946
'[02:13:41.691 07/11/2076]',71.502,-36.728,44.151,30.867,-40.635,-7.424,50.403,109.011,-24.225,-99.634,34.383,75.800,61.734,17.192,-33.602,-58.608,-72.283,138.706,-43.370,57.045,116.825,12.894,-33.602
'[02:13:41.695 07/11/2076]',81.661,-28.913,46.105,25.788,-31.258,1.563,48.449,107.057,-17.192,-87.912,27.741,57.045,59.389,32.821,-32.821,-80.879,-59.389,141.050,-45.324,47.277,107.839,23.834,-32.821
'[02:13:41.699 07/11/2076]',97.680,-28.913,50.794,27.350,-21.880,9.768,50.403,109.011,-16.410,-76.972,45.714,70.720,71.502,26.960,-26.178,-50.012,-40.635,143.394,-50.012,53.138,95.336,16.020,-26.178
'[02:13:41.703 07/11/2076]',112.918,-27.350,54.701,25.006,-12.503,19.145,50.403,109.792,-14.847,-67.985,64.078,71.111,82.051,27.741,-21.490,-37.118,-24.225,145.348,-53.919,54.701,87.521,12.503,-21.490
'[02:13:41.707 07/11/2076]',122.295,-20.708,55.482,19.145,-3.516,25.397,46.105,108.230,-12.112,-56.264,51.575,66.422,79.707,42.979,-21.099,-52.357,-14.457,143.004,-54.701,43.761,80.098,23.834,-21.099
'[02:13:41.711 07/11/2076]',132.454,-17.582,57.436,14.457,4.689,31.258,43.761,107.057,-10.159,-46.496,44.542,67.204,79.707,50.794,-19.145,-57.045,-0.781,138.706,-56.654,37.509,71.111,31.648,-19.145
'[02:13:41.715 07/11/2076]',143.785,-14.457,59.389,10.549,12.503,37.900,43.761,104.322,-11.722,-37.900,61.734,49.621,85.568,47.277,-16.020,-55.482,14.457,139.487,-58.608,38.291,62.515,22.662,-16.020
'[02:13:41.719 07/11/2076]',151.600,-9.377,63.297,4.689,20.317,42.979,44.542,101.587,-13.284,-28.523,71.893,41.416,88.303,49.621,-15.238,-51.966,29.304,135.971,-62.515,34.774,58.608,19.536,-15.238
'[02:13:41.723 07/11/2076]',157.460,-6.642,62.515,7.424,27.350,45.324,39.463,107.839,-13.675,-21.490,59.389,63.297,89.866,54.701,-17.192,-41.807,44.933,127.375,-61.734,24.615,56.264,27.350,-17.192
'[02:13:41.727 07/11/2076]',158.242,-1.563,61.343,11.331,31.648,44.542,36.337,116.044,-15.629,-13.284,48.449,57.436,84.786,68.376,-18.364,-59.389,58.608,121.905,-60.562,8.596,60.952,37.900,-18.364
'[02:13:41.730 07/11/2076]',166.056,0.391,64.469,4.689,38.291,50.012,38.681,107.448,-19.536,-5.861,68.767,49.621,91.429,66.422,-16.020,-50.403,70.330,123.858,-63.687,8.987,62.125,28.132,-16.020
'[02:13:41.734 07/11/2076]',172.308,5.079,67.595,-3.907,43.370,58.608,39.463,98.071,-19.536,2.344,75.409,51.575,95.336,69.939,-14.457,-41.416,82.833,125.031,-66.813,6.252,57.436,29.695,-14.457
'[02:13:41.738 07/11/2076]',180.513,6.642,67.595,-6.252,48.059,68.767,36.337,93.382,-21.490,6.642,82.833,67.985,103.932,60.952,-13.284,-15.238,93.773,126.203,-66.813,12.503,44.542,24.225,-13.284
'[02:13:41.742 07/11/2076]',185.592,8.987,70.330,-12.112,52.747,72.674,38.291,87.131,-22.662,9.768,93.382,49.621,108.230,57.827,-12.503,-22.271,101.587,126.203,-69.548,15.238,41.026,17.192,-12.503
'[02:13:41.746 07/11/2076]',185.592,13.675,70.720,-15.629,54.310,74.237,37.509,86.349,-23.443,13.675,85.177,37.900,105.495,65.250,-14.847,-43.370,108.620,123.858,-69.939,9.768,39.463,22.662,-14.847
'[02:13:41.750 07/11/2076]',187.937,11.722,69.548,-8.987,54.310,73.846,36.728,94.164,-30.476,19.536,87.912,70.330,111.355,60.171,-12.112,-12.112,117.607,125.812,-68.767,12.112,36.728,18.364,-12.112
'[02:13:41.754 07/11/2076]',189.499,8.596,69.548,-5.470,54.701,73.846,38.681,92.601,-37.900,22.271,102.369,88.303,115.653,52.747,-8.987,15.238,124.640,127.766,-68.767,17.192,35.165,9.377,-8.987
'[02:13:41.758 07/11/2076]',185.201,10.940,65.641,-8.205,51.966,78.144,38.291,84.005,-42.589,29.304,99.243,60.171,105.885,60.562,-7.814,-12.894,128.156,125.812,-64.860,10.940,33.993,12.112,-7.814
'[02:13:41.762 07/11/2076]',178.168,13.675,59.780,-7.424,46.496,84.005,35.556,78.144,-48.059,39.463,88.303,44.933,95.336,68.767,-7.424,-32.821,137.143,123.858,-58.999,3.516,29.695,18.755,-7.424
'[02:13:41.766 07/11/2076]',180.513,12.112,55.873,-3.907,46.496,91.429,35.165,70.330,-55.873,48.059,106.667,52.357,102.759,52.747,-3.907,-0.781,154.335,124.249,-55.092,12.112,20.317,2.735,-3.907
'[02:13:41.770 07/11/2076]',182.857,14.457,53.919,-5.861,47.277,100.024,34.774,62.125,-62.906,56.654,122.295,46.496,106.667,37.900,1.954,15.238,168.010,123.858,-53.138,17.192,12.503,-13.675,1.954
'[02:13:41.773 07/11/2076]',179.341,21.099,49.621,-4.298,44.933,108.230,29.695,62.125,-67.985,65.250,109.402,50.794,98.071,35.946,10.549,11.331,176.215,121.123,-48.840,8.987,2.344,-13.284,10.549
'[02:13:41.777 07/11/2076]',178.950,24.615,45.324,2.344,46.496,111.355,25.788,66.422,-72.674,71.893,100.415,60.952,88.303,35.946,22.271,12.894,180.513,124.249,-44.542,4.298,-10.159,-12.503,22.271
'[02:13:41.781 07/11/2076]',180.122,26.960,44.151,5.470,46.496,114.090,27.350,67.204,-82.442,80.879,120.342,47.277,82.442,33.993,37.509,10.159,184.420,128.938,-43.370,6.642,-14.066,-24.225,37.509
'[02:13:41.785 07/11/2076]',177.778,31.258,42.979,8.987,44.542,118.388,30.085,66.813,-90.647,93.773,132.063,42.589,73.455,51.966,47.277,3.516,187.546,134.799,-42.198,3.126,-17.192,-17.973,47.277
'[02:13:41.789 07/11/2076]',175.824,32.430,38.291,21.880,41.416,121.514,28.913,75.409,-100.806,111.355,116.435,71.502,55.092,87.131,45.714,9.377,196.532,138.706,-37.509,-5.861,-21.099,3.907,45.714
'[02:13:41.793 07/11/2076]',176.606,34.383,36.337,23.834,42.589,127.766,29.695,70.330,-108.230,128.156,127.375,69.939,46.886,100.806,45.324,23.053,212.552,140.659,-35.556,-2.344,-32.821,4.298,45.324
'[02:13:41.797 07/11/2076]',179.731,40.635,34.383,18.364,46.886,141.050,30.476,54.310,-107.448,146.129,135.580,41.416,28.913,117.998,47.668,19.536,230.916,137.143,-33.602,-2.735,-60.171,8.596,47.668
'[02:13:41.801 07/11/2076]',184.811,42.589,29.695,21.490,54.701,152.381,25.397,44.933,-104.713,162.540,130.891,53.919,11.331,117.998,54.701,57.436,248.889,133.236,-28.913,-1.172,-102.369,10.549,54.701
'[02:13:41.805 07/11/2076]',186.764,41.807,26.178,26.960,60.952,161.368,22.271,36.728,-99.243,174.652,135.189,60.952,-1.172,103.932,71.893,96.508,266.471,128.156,-25.397,3.126,-142.613,4.689,71.893
'[02:13:41.809 07/11/2076]',185.201,44.542,24.615,29.304,67.204,171.526,20.708,24.615,-91.038,189.109,134.408,29.695,-19.145,99.634,93.382,87.521,281.319,126.984,-23.834,-2.344,-173.089,6.252,93.382
'[02:13:41.813 07/11/2076]',180.513,48.059,23.053,37.509,73.065,176.606,19.145,19.536,-85.177,200.049,122.686,16.801,-38.681,95.726,114.481,82.051,293.822,126.593,-22.271,-10.549,-197.314,10.549,114.481
'[02:13:41.816 07/11/2076]',181.294,44.151,22.662,50.012,77.363,180.513,20.317,20.317,-87.912,206.300,131.282,50.012,-42.979,69.158,138.706,133.626,309.451,126.984,-21.880,-3.907,-219.585,-5.861,138.706
'[02:13:41.820 07/11/2076]',184.420,40.635,25.788,55.482,82.051,185.201,20.708,18.364,-94.945,204.737,147.692,73.065,-51.575,41.026,159.805,180.904,320.000,125.031,-25.006,5.079,-241.465,-30.867,159.805
'[02:13:41.824 07/11/2076]',185.201,44.542,25.006,55.873,88.303,187.937,18.364,16.410,-101.587,200.830,140.269,70.330,-75.409,28.913,175.043,180.513,320.781,114.872,-24.225,1.172,-262.564,-46.496,175.043
'[02:13:41.828 07/11/2076]',186.374,46.496,22.662,57.827,92.991,187.155,14.457,18.755,-110.965,196.142,130.891,82.051,-97.680,16.410,187.937,191.062,321.954,107.839,-21.880,-5.079,-283.663,-63.297,187.937
'[02:13:41.832 07/11/2076]',192.625,46.105,22.271,56.264,100.024,189.109,14.066,14.066,-121.123,195.751,147.692,99.243,-102.369,-7.033,198.877,233.260,327.424,105.495,-21.490,-0.391,-302.808,-94.164,198.877
'[02:13:41.836 07/11/2076]',199.658,49.621,23.443,47.668,111.355,194.188,13.284,1.954,-124.640,197.705,159.023,101.197,-105.495,-20.708,202.002,258.266,331.722,103.150,-22.662,-1.563,-319.609,-114.481,202.002
'[02:13:41.840 07/11/2076]',199.658,52.747,21.099,44.542,119.951,193.016,8.987,-3.907,-125.421,199.267,144.176,116.044,-114.481,-21.099,191.453,278.193,332.112,90.256,-20.317,-11.331,-334.457,-115.263,191.453
'[02:13:41.844 07/11/2076]',199.267,54.701,21.490,40.244,130.110,189.499,8.205,-10.549,-125.421,200.049,133.236,122.686,-121.905,-23.443,182.076,293.431,334.066,74.237,-20.708,-20.708,-341.490,-121.123,182.076
'[02:13:41.848 07/11/2076]',201.221,58.608,26.960,29.695,142.613,185.983,12.112,-23.053,-125.812,199.267,144.957,100.806,-132.063,-29.304,181.294,299.292,334.847,55.482,-26.178,-27.741,-352.039,-137.534,181.294
'[02:13:41.852 07/11/2076]',202.784,62.906,33.211,23.053,156.679,181.685,15.238,-30.085,-127.766,199.267,155.116,108.230,-142.222,-45.714,191.453,331.331,336.410,33.211,-32.430,-40.635,-366.105,-159.414,191.453
'[02:13:41.855 07/11/2076]',202.784,68.376,36.337,21.099,172.308,177.778,12.112,-32.430,-125.421,201.221,140.659,135.189,-155.897,-55.873,205.910,357.900,335.238,15.238,-35.556,-58.217,-385.250,-169.963,205.910
'[02:13:41.859 07/11/2076]',209.035,76.972,40.635,12.112,193.407,180.122,8.596,-41.807,-116.825,203.565,138.315,133.236,-163.712,-75.018,226.227,371.575,331.331,5.079,-39.853,-67.985,-416.117,-188.327,226.227
'[02:13:41.863 07/11/2076]',212.552,84.396,41.416,8.987,213.333,178.950,4.298,-47.668,-105.495,203.565,134.408,127.766,-172.698,-92.991,241.074,386.422,321.172,-6.252,-40.635,-76.190,-446.593,-201.221,241.074
