'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[15:07:50.012 06/11/2076]',-3.907,-89.475,-37.900,-17.973,57.827,-79.707,-116.435,-12.503,51.575,32.430,-52.747,-71.893,3.907,26.569,41.416,-112.918,-6.642,-123.468,38.681,48.840,-71.502,36.728,41.416
'[15:07:50.016 06/11/2076]',10.549,-85.177,-37.900,-21.490,79.316,-74.237,-107.057,-32.430,67.985,46.886,-52.357,-77.753,7.814,75.018,-3.907,-93.382,5.079,-116.825,38.681,54.701,-67.985,64.860,-3.907
'[15:07:50.020 06/11/2076]',13.284,-81.270,-33.602,-19.145,89.475,-71.893,-95.336,-43.370,70.330,50.012,-46.105,-77.753,39.072,85.177,-49.231,-78.144,12.112,-111.355,34.383,53.919,-46.105,85.958,-49.231
'[15:07:50.023 06/11/2076]',17.973,-71.502,-27.741,-14.457,99.634,-62.125,-98.071,-35.946,80.879,32.821,-38.681,-67.204,56.264,-36.337,50.403,-62.515,14.847,-110.183,28.523,41.416,-14.066,-42.979,50.403
'[15:07:50.027 06/11/2076]',31.258,-66.032,-21.490,-7.424,114.481,-54.701,-91.819,-32.039,104.713,38.291,-40.244,-55.482,26.569,57.827,12.503,-50.403,22.662,-104.713,22.271,32.039,-50.403,48.059,12.503
'[15:07:50.031 06/11/2076]',38.291,-60.952,-14.066,-3.126,119.560,-51.184,-72.674,-35.556,111.355,50.794,-45.324,-56.654,37.900,54.701,9.768,-43.370,28.132,-97.289,14.847,27.741,-44.151,55.092,9.768
'[15:07:50.035 06/11/2076]',36.337,-45.324,-2.735,-8.205,126.984,-33.602,-72.674,-40.244,121.123,41.416,-39.072,-50.012,37.900,64.469,14.066,-44.151,29.695,-94.164,3.516,19.927,-24.225,44.542,14.066
'[15:07:50.039 06/11/2076]',38.291,-41.807,-2.735,-2.735,127.766,-39.072,-66.813,-30.867,134.799,30.476,-63.687,-28.523,36.337,66.422,12.503,-41.807,23.053,-96.117,3.516,4.689,-13.675,56.264,12.503
'[15:07:50.043 06/11/2076]',35.556,-37.118,0.391,-10.549,121.905,-39.853,-51.575,-41.807,129.719,25.397,-63.297,-33.602,55.873,53.138,2.344,-54.310,18.755,-88.694,0.391,1.954,23.053,41.416,2.344
'[15:07:50.047 06/11/2076]',38.291,-32.430,-1.172,-13.675,121.514,-35.165,-50.012,-44.933,137.924,-4.298,-55.873,-30.476,23.443,73.455,5.861,-56.654,3.126,-79.316,1.954,3.516,23.443,33.993,5.861
'[15:07:50.051 06/11/2076]',44.933,-28.132,-2.344,-13.284,123.468,-30.867,-48.449,-42.979,155.897,-35.165,-63.297,-10.940,32.430,29.695,15.238,-32.821,-14.457,-71.111,3.126,3.907,21.099,12.112,15.238
'[15:07:50.055 06/11/2076]',48.059,-16.801,-1.172,-14.066,120.733,-19.927,-38.291,-46.496,162.540,-37.509,-63.297,-1.954,32.821,41.026,-4.689,-10.940,-19.927,-56.654,1.954,3.907,16.020,28.132,-4.689
'[15:07:50.059 06/11/2076]',49.231,-2.735,3.516,-21.880,117.607,-8.987,-30.085,-49.621,163.712,-51.184,-60.171,-9.768,36.337,45.714,-32.821,-7.424,-26.960,-47.277,-2.735,2.344,7.814,48.059,-32.821
'[15:07:50.063 06/11/2076]',42.198,3.516,3.907,-16.020,108.230,-7.814,-28.523,-35.946,158.242,-76.190,-69.939,-2.344,46.496,-4.689,-31.258,-0.781,-38.681,-46.105,-3.126,-6.642,3.907,44.542,-31.258
'[15:07:50.066 06/11/2076]',41.807,10.159,10.549,-23.834,101.197,-5.079,-16.410,-38.291,158.242,-91.429,-73.455,12.112,60.952,-39.463,-29.304,13.284,-40.244,-40.635,-9.768,-3.516,26.569,12.112,-29.304
'[15:07:50.070 06/11/2076]',35.165,12.112,14.847,-23.443,87.521,-2.344,-8.205,-35.556,148.083,-116.435,-61.734,21.490,75.018,-71.111,-21.099,7.424,-45.324,-36.337,-14.066,2.344,42.198,-1.954,-21.099
'[15:07:50.074 06/11/2076]',20.708,14.066,8.987,-12.894,66.422,-3.126,-13.675,-17.582,142.222,-138.315,-66.813,17.192,46.886,-63.687,-17.192,-10.549,-56.654,-41.807,-8.205,-8.205,71.111,-12.503,-17.192
'[15:07:50.078 06/11/2076]',11.722,20.317,9.768,-17.192,52.747,0.391,-12.503,-15.629,141.050,-134.799,-79.316,10.940,26.178,-27.741,-42.198,-18.755,-60.171,-41.807,-8.987,-14.457,94.164,-3.907,-42.198
'[15:07:50.082 06/11/2076]',0.781,21.880,7.033,-15.238,38.681,0.391,-3.907,-21.099,125.421,-138.315,-71.893,9.768,46.886,-35.165,-78.535,-7.424,-59.780,-35.946,-6.252,-2.735,85.568,21.099,-78.535
'[15:07:50.086 06/11/2076]',-3.907,19.927,-2.344,-22.271,30.867,1.172,-4.689,-36.337,114.090,-162.149,-65.250,7.033,45.714,-30.867,-129.328,8.205,-65.641,-37.509,3.126,4.298,87.521,32.821,-129.328
'[15:07:50.090 06/11/2076]',-3.126,25.397,0.781,-26.960,29.304,2.344,-5.079,-29.304,119.951,-149.255,-90.647,7.814,28.523,-79.316,-76.581,14.847,-66.032,-39.463,0.000,-4.689,37.118,23.834,-76.581
'[15:07:50.094 06/11/2076]',-9.377,28.913,1.172,-23.834,15.629,5.079,-3.126,-20.317,102.759,-149.255,-83.223,11.331,57.436,-215.678,30.867,7.814,-62.515,-35.556,-0.391,-14.847,13.284,-44.933,30.867
'[15:07:50.098 06/11/2076]',-8.987,39.463,0.391,-25.006,8.205,12.112,5.079,-19.927,100.024,-149.255,-80.098,6.252,14.457,-171.136,41.807,-8.987,-57.045,-29.304,0.391,-17.973,14.847,-51.575,41.807
'[15:07:50.102 06/11/2076]',-4.689,42.589,0.391,-19.536,-1.954,7.033,19.145,-5.861,96.899,-138.706,-87.131,15.629,2.344,-121.905,12.894,-6.642,-51.575,-25.006,0.391,-29.695,-3.126,1.172,12.894
'[15:07:50.105 06/11/2076]',-8.596,47.668,3.907,-12.503,-12.894,12.894,19.145,9.768,71.111,-126.984,-72.674,25.397,-10.549,-98.462,17.973,-12.112,-42.198,-16.410,-3.126,-33.602,-0.391,6.252,17.973
'[15:07:50.109 06/11/2076]',-2.344,56.654,2.344,-24.225,-14.457,21.490,27.741,-3.516,42.979,-119.951,-34.383,12.894,3.126,-45.714,-34.383,-20.708,-28.132,-1.954,-1.563,-23.443,18.364,28.913,-34.383
'[15:07:50.113 06/11/2076]',5.079,56.654,-2.344,-26.960,-18.755,28.132,27.350,-5.861,36.728,-109.792,-17.192,9.768,44.151,-26.960,-85.177,-11.722,-18.364,8.987,3.126,-12.894,1.172,75.409,-85.177
'[15:07:50.117 06/11/2076]',2.735,54.701,-8.205,-17.973,-27.741,32.039,24.615,1.954,24.225,-69.548,-10.549,10.549,31.258,-93.773,43.370,-26.178,-5.470,18.755,8.987,-11.722,-28.913,12.503,43.370
'[15:07:50.121 06/11/2076]',17.192,57.827,-13.284,-32.430,-22.662,38.681,27.350,-14.457,16.801,-52.357,3.126,3.126,66.813,-98.071,33.993,-31.648,5.861,30.476,14.066,-0.781,-19.927,4.298,33.993
'[15:07:50.125 06/11/2076]',15.238,58.217,-14.457,-30.867,-27.741,37.118,29.695,-11.331,46.105,-50.403,-11.331,-14.847,4.298,-4.689,25.397,-56.264,6.642,32.821,15.238,-5.470,-39.853,42.589,25.397
'[15:07:50.129 06/11/2076]',16.801,58.608,-18.755,-24.225,-26.569,34.774,26.960,-2.735,42.979,-31.648,-25.788,-26.178,-24.615,17.973,43.761,-78.144,10.549,36.728,19.536,-13.675,-54.701,55.092,43.761
'[15:07:50.133 06/11/2076]',29.695,58.608,-20.317,-23.443,-9.377,35.946,28.913,-10.940,47.668,-26.178,-27.741,-16.410,-0.781,-13.284,48.840,-58.217,20.708,41.416,21.099,-6.252,-59.780,35.556,48.840
'[15:07:50.137 06/11/2076]',33.993,58.999,-17.973,-22.271,-1.954,39.463,37.509,-22.662,46.886,-8.596,-17.582,-17.582,15.238,12.894,19.927,-45.714,36.337,46.105,18.755,-2.344,-62.906,60.562,19.927
'[15:07:50.141 06/11/2076]',30.085,62.906,-23.443,-12.503,-4.298,33.993,35.946,-8.596,21.490,2.344,-5.861,-11.722,10.549,26.569,13.284,-44.542,45.714,41.807,24.225,-13.284,-49.621,53.529,13.284
'[15:07:50.145 06/11/2076]',34.383,69.939,-23.443,-8.205,0.391,33.211,39.072,-0.391,25.397,17.582,-8.596,-3.126,10.940,-55.873,105.885,-30.085,56.654,44.542,24.225,-23.053,-56.654,-38.681,105.885
'[15:07:50.148 06/11/2076]',41.026,72.674,-6.252,-16.410,5.079,40.635,55.482,-12.112,28.132,48.449,0.000,-6.252,4.689,-28.913,119.951,-24.225,69.158,57.436,7.033,-7.033,-69.548,-49.621,119.951
'[15:07:50.152 06/11/2076]',44.542,78.535,-6.642,-15.629,4.298,37.118,64.469,-7.424,35.165,31.258,5.861,11.722,0.000,13.284,78.535,-6.642,65.641,63.687,7.424,-2.344,-67.595,-37.900,78.535
'[15:07:50.156 06/11/2076]',47.668,74.237,-11.722,-9.377,4.298,25.788,61.734,6.252,50.794,12.894,-9.377,34.774,30.085,35.165,17.192,5.079,57.045,61.343,12.503,-8.205,-85.958,32.430,17.192
'[15:07:50.160 06/11/2076]',51.966,69.158,-15.238,-14.066,7.033,18.755,63.297,0.391,38.291,20.317,-10.549,31.648,25.397,22.662,39.853,-8.596,56.654,60.952,16.020,-6.642,-74.628,4.689,39.853
'[15:07:50.164 06/11/2076]',43.370,64.078,-34.383,-4.298,0.391,1.172,64.860,1.954,23.834,1.563,-14.066,38.291,23.053,75.018,-41.807,-6.252,46.496,55.482,35.165,-10.159,-57.045,56.654,-41.807
'[15:07:50.168 06/11/2076]',37.118,51.575,-46.886,1.954,-9.768,-17.973,62.906,9.377,12.112,-7.814,-24.225,33.993,20.317,73.455,-71.111,-8.987,35.165,48.840,47.668,-15.629,-54.701,75.800,-71.111
'[15:07:50.172 06/11/2076]',32.430,50.403,-46.886,-8.987,-5.079,-3.516,50.403,-14.066,5.079,1.172,-26.178,12.503,5.079,15.238,-5.079,-22.271,35.165,49.621,47.668,-6.252,-44.933,0.391,-5.079
'[15:07:50.176 06/11/2076]',32.039,37.900,-54.701,-8.596,-7.424,-7.814,48.059,-25.397,-3.126,-23.443,-15.238,7.033,14.457,15.629,-53.919,-11.331,23.053,47.668,55.482,12.503,-25.397,-8.596,-53.919
'[15:07:50.180 06/11/2076]',19.536,26.178,-60.952,-2.344,-16.801,-14.847,39.853,-24.615,-10.159,-48.449,-18.755,0.781,26.960,1.954,-91.038,-15.238,10.159,38.291,61.734,16.020,-12.894,9.377,-91.038
'[15:07:50.184 06/11/2076]',7.424,14.457,-63.687,-2.344,-25.397,-19.536,33.993,-32.039,-35.165,-73.846,-10.159,18.755,32.039,-46.496,-87.912,2.344,2.735,30.476,64.469,26.569,21.490,-41.807,-87.912
'[15:07:50.188 06/11/2076]',-2.735,3.907,-62.125,1.954,-34.383,-28.913,35.556,-30.085,-53.529,-67.985,-20.708,31.258,28.523,-89.084,-66.032,13.675,-4.298,23.053,62.906,30.085,25.788,-66.422,-66.032
'[15:07:50.191 06/11/2076]',-17.973,5.079,-63.687,7.033,-51.575,-38.291,30.867,-8.596,-69.548,-96.508,-24.615,32.039,12.894,-46.105,-139.878,14.066,-19.927,14.457,64.469,19.536,37.509,-19.536,-139.878
'[15:07:50.195 06/11/2076]',-25.397,12.112,-59.389,0.781,-65.250,-39.853,26.960,5.470,-79.707,-101.197,-32.821,28.913,-8.987,-41.416,-132.454,-3.126,-32.430,13.675,60.171,14.066,50.403,-36.337,-132.454
'[15:07:50.199 06/11/2076]',-23.834,9.768,-58.608,-1.563,-76.190,-45.324,28.523,18.364,-99.243,-116.435,-30.476,50.012,-2.735,-48.059,-162.149,16.020,-47.277,18.755,59.389,31.258,62.125,-56.264,-162.149
'[15:07:50.203 06/11/2076]',-28.913,7.814,-58.999,0.781,-89.475,-53.138,30.085,32.821,-109.402,-118.388,-35.556,53.138,26.960,-77.363,-176.215,15.629,-60.562,20.317,59.780,39.463,67.204,-52.357,-176.215
'[15:07:50.207 06/11/2076]',-37.118,9.377,-59.389,-8.596,-103.150,-55.873,24.615,37.900,-130.501,-107.448,-42.589,38.291,14.847,-95.726,-155.116,-7.033,-68.767,11.331,60.171,33.993,80.879,-72.674,-155.116
'[15:07:50.211 06/11/2076]',-48.059,5.470,-62.515,-12.503,-114.481,-60.952,19.536,37.900,-159.805,-114.090,-33.211,34.774,15.629,-134.017,-141.832,-12.894,-74.628,5.861,63.297,36.337,105.495,-110.574,-141.832
'[15:07:50.215 06/11/2076]',-62.515,-1.563,-62.515,-7.033,-120.342,-65.641,19.145,31.648,-157.070,-114.090,-41.416,21.490,55.092,-124.640,-210.598,-10.940,-74.628,-3.907,63.297,38.681,71.502,-3.126,-210.598
'[15:07:50.219 06/11/2076]',-74.237,-10.159,-66.422,1.954,-126.203,-71.111,14.066,32.821,-165.275,-125.421,-40.244,17.192,-21.490,-168.010,-121.905,-2.735,-73.455,-13.675,67.204,36.728,71.111,-93.773,-121.905
'[15:07:50.223 06/11/2076]',-81.661,-7.033,-63.687,0.391,-124.640,-71.111,12.503,28.913,-168.400,-123.858,-30.867,17.582,-69.158,-131.673,-95.336,-9.377,-65.641,-16.020,64.469,27.350,73.455,-100.415,-95.336
'[15:07:50.227 06/11/2076]',-84.005,-10.549,-55.873,11.722,-118.779,-75.409,12.112,41.416,-162.149,-108.230,-41.807,22.271,-74.237,-132.845,-85.568,2.344,-58.217,-12.894,56.654,17.973,57.436,-82.833,-85.568
'[15:07:50.230 06/11/2076]',-70.330,-6.642,-48.059,6.252,-107.839,-73.846,24.615,36.337,-161.368,-91.038,-23.443,17.192,-109.011,-92.601,-64.078,5.861,-45.714,-4.298,48.840,17.192,65.641,-115.263,-64.078
'[15:07:50.234 06/11/2076]',-59.780,0.391,-36.337,0.000,-96.508,-62.515,26.569,33.993,-164.103,-57.827,-5.079,11.722,-95.336,-57.436,-72.283,9.768,-32.039,3.907,37.118,19.536,63.687,-99.243,-72.283
'[15:07:50.238 06/11/2076]',-50.403,-5.079,-35.946,11.722,-82.442,-62.125,19.927,43.761,-130.110,-68.767,-14.457,18.755,-25.006,-89.866,-116.435,35.946,-36.337,3.907,36.728,25.397,19.536,-24.225,-116.435
'[15:07:50.242 06/11/2076]',-44.542,-18.364,-31.648,19.927,-79.707,-62.906,18.364,48.059,-129.328,-64.078,-1.172,2.735,-27.741,-67.204,-110.183,13.675,-36.337,4.298,32.430,41.807,10.549,-9.768,-110.183
'[15:07:50.246 06/11/2076]',-51.966,-22.271,-25.788,28.523,-70.720,-57.045,3.516,51.184,-106.667,-43.761,-13.284,-25.397,-52.747,-101.978,-14.847,-20.317,-35.165,1.563,26.569,41.026,13.675,-63.297,-14.847
'[15:07:50.250 06/11/2076]',-45.324,-33.993,-21.099,29.695,-58.608,-60.562,1.172,45.714,-83.223,-37.900,-22.271,-21.099,-13.284,-112.918,-18.364,-20.708,-32.430,3.516,21.880,51.966,22.662,-55.092,-18.364
'[15:07:50.254 06/11/2076]',-39.853,-46.496,-12.112,34.383,-49.231,-62.515,4.298,41.807,-75.409,-17.582,-20.317,-19.927,-21.880,-65.250,-23.834,-23.834,-24.615,8.205,12.894,62.906,40.244,-47.668,-23.834
'[15:07:50.258 06/11/2076]',-37.509,-42.589,-3.516,31.648,-41.026,-58.217,3.516,42.198,-64.860,-23.053,-3.907,-29.304,-15.629,-23.443,-46.886,-35.556,-18.364,8.987,4.298,52.747,86.740,-53.919,-46.886
'[15:07:50.262 06/11/2076]',-35.946,-47.668,-3.907,42.979,-39.853,-60.171,0.781,53.529,-64.078,-15.629,-2.344,-25.788,12.503,-24.615,-65.250,-32.430,-14.457,11.722,4.689,46.886,74.237,-12.503,-65.250
'[15:07:50.266 06/11/2076]',-34.774,-60.171,0.000,56.654,-37.509,-64.469,8.596,53.529,-58.999,-5.079,-4.689,-15.629,-17.973,0.391,-49.621,-18.364,-9.377,17.973,0.781,56.654,57.045,-1.172,-49.621
'[15:07:50.270 06/11/2076]',-34.774,-61.734,3.516,61.343,-35.165,-60.952,16.020,47.668,-34.774,-9.768,0.391,-17.582,8.205,-43.370,-6.252,-22.271,-3.516,22.662,-2.735,60.171,53.529,-22.662,-6.252
'[15:07:50.273 06/11/2076]',-38.291,-63.297,5.861,60.562,-38.681,-56.654,11.331,48.449,-37.900,-4.298,0.781,-19.536,16.410,-77.363,27.741,-30.085,0.391,22.662,-5.079,56.654,73.065,-62.515,27.741
'[15:07:50.277 06/11/2076]',-38.291,-61.343,6.252,64.078,-39.853,-55.092,13.675,52.357,-29.695,-7.814,-3.907,-14.457,14.066,-53.919,12.112,-30.085,3.126,22.662,-5.470,54.310,91.429,-60.171,12.112
'[15:07:50.281 06/11/2076]',-36.337,-57.827,5.861,65.641,-40.635,-53.919,21.490,49.621,-18.364,-35.165,10.549,-13.284,51.184,3.126,-82.442,-29.695,5.470,27.350,-5.079,57.436,122.295,-6.642,-82.442
'[15:07:50.285 06/11/2076]',-33.993,-67.204,0.000,76.190,-43.761,-57.045,17.192,57.436,-26.960,-64.860,22.271,-4.298,93.773,-29.695,-121.123,-18.364,2.344,27.741,0.781,60.171,187.937,-55.092,-121.123
'[15:07:50.289 06/11/2076]',-35.165,-69.158,0.391,80.098,-42.589,-63.297,14.457,66.422,-8.987,-39.072,-16.410,-12.112,68.376,22.271,-136.752,-33.211,3.907,21.880,0.391,47.277,182.857,-4.298,-136.752
'[15:07:50.293 06/11/2076]',-39.072,-78.926,-6.252,85.177,-42.979,-74.237,16.020,60.171,16.801,-43.761,-33.211,-22.271,73.065,33.211,-148.474,-42.198,3.907,16.410,7.033,50.012,178.168,22.662,-148.474
'[15:07:50.297 06/11/2076]',-35.165,-85.958,-17.192,77.363,-36.337,-71.502,5.470,39.853,32.039,-25.397,-47.668,-53.138,49.231,-23.053,-46.496,-75.409,5.079,5.861,17.973,57.827,150.818,-33.993,-46.496
'[15:07:50.301 06/11/2076]',-36.337,-96.117,-27.350,76.581,-32.821,-72.674,-10.549,31.648,27.741,-23.053,-55.092,-56.264,36.728,3.516,-75.018,-73.455,0.391,-8.205,28.132,61.734,142.222,1.172,-75.018
'[15:07:50.305 06/11/2076]',-35.165,-104.713,-43.370,78.144,-28.132,-80.488,-18.364,20.708,24.615,-51.184,-39.072,-51.966,72.674,-54.701,-71.502,-64.860,-4.689,-17.582,44.151,67.595,160.195,-34.774,-71.502
'[15:07:50.309 06/11/2076]',-36.728,-118.779,-48.449,78.144,-28.132,-78.144,-32.430,12.894,23.443,-69.158,-33.602,-68.376,86.349,-44.933,-114.481,-75.800,-10.159,-28.132,49.231,73.846,175.043,-16.020,-114.481
'[15:07:50.313 06/11/2076]',-42.198,-122.295,-51.966,82.442,-27.350,-84.005,-41.807,18.755,13.284,-95.336,-19.536,-65.250,87.521,11.331,-195.360,-72.674,-18.364,-29.695,52.747,69.548,211.770,19.536,-195.360
'[15:07:50.316 06/11/2076]',-41.807,-123.077,-47.668,79.316,-22.662,-87.912,-36.728,14.457,30.476,-84.396,-32.430,-49.231,125.421,-53.919,-152.381,-56.264,-17.192,-28.913,48.449,75.800,198.877,-9.377,-152.381
'[15:07:50.320 06/11/2076]',-37.509,-126.593,-43.370,80.488,-16.801,-88.694,-32.821,11.331,40.244,-57.827,-43.761,-48.059,89.084,-16.801,-124.640,-58.217,-15.238,-26.960,44.151,86.349,168.010,6.642,-124.640
'[15:07:50.324 06/11/2076]',-43.370,-123.858,-44.151,78.926,-17.973,-96.117,-41.026,22.271,23.443,-67.595,-34.383,-46.886,65.250,87.131,-212.161,-67.204,-24.615,-36.337,44.933,80.488,196.532,67.204,-212.161
'[15:07:50.328 06/11/2076]',-42.589,-126.203,-50.794,82.051,-16.020,-106.276,-48.449,32.821,16.801,-60.562,-37.118,-46.886,62.906,-19.927,-88.303,-83.614,-28.523,-47.668,51.575,72.283,193.797,-32.039,-88.303
'[15:07:50.332 06/11/2076]',-38.681,-131.673,-57.827,77.753,-10.159,-113.309,-47.668,20.317,24.225,-64.469,-41.026,-54.701,116.044,-30.867,-138.706,-84.396,-30.085,-57.045,58.608,82.833,205.910,-5.079,-138.706
'[15:07:50.336 06/11/2076]',-41.416,-136.361,-65.250,74.237,-9.377,-119.560,-55.092,14.847,28.523,-73.065,-42.979,-63.297,68.376,68.376,-200.049,-88.694,-36.728,-69.548,66.032,87.521,212.943,45.714,-200.049
'[15:07:50.340 06/11/2076]',-46.886,-137.534,-68.376,67.985,-11.722,-124.249,-65.250,16.020,28.132,-88.694,-41.416,-55.482,87.912,-9.377,-147.692,-89.866,-43.370,-83.223,69.158,84.005,227.009,-17.192,-147.692
'[15:07:50.344 06/11/2076]',-59.389,-137.924,-66.032,67.985,-19.927,-126.984,-68.376,19.927,37.118,-67.595,-64.469,-62.125,97.680,-21.880,-132.845,-100.806,-47.668,-91.038,66.813,76.972,211.380,17.192,-132.845
'[15:07:50.348 06/11/2076]',-71.502,-137.143,-64.469,66.813,-28.913,-132.845,-67.204,22.662,31.258,-73.455,-59.389,-62.515,91.819,9.768,-157.070,-109.011,-54.701,-96.117,65.250,76.190,218.022,46.496,-157.070
'[15:07:50.352 06/11/2076]',-85.568,-141.441,-61.734,73.846,-41.026,-139.487,-71.502,36.728,13.284,-83.223,-46.496,-44.151,108.230,-44.151,-124.640,-101.197,-60.562,-103.932,62.515,71.502,230.916,12.112,-124.640
'[15:07:50.355 06/11/2076]',-91.038,-134.408,-50.794,57.436,-45.714,-135.971,-68.767,31.648,21.490,-60.171,-60.171,-53.138,103.150,-28.132,-114.872,-112.527,-58.999,-110.183,51.575,60.952,229.744,25.788,-114.872
'[15:07:50.359 06/11/2076]',-93.773,-126.593,-48.059,46.886,-51.575,-127.375,-68.767,26.178,19.536,-61.734,-48.840,-59.780,64.469,-50.012,-54.701,-112.527,-58.608,-112.918,48.840,66.032,223.492,-41.807,-54.701
'[15:07:50.363 06/11/2076]',-92.210,-112.137,-37.118,30.085,-54.701,-107.448,-69.158,19.927,14.847,-43.761,-34.774,-69.939,41.416,-54.310,-8.205,-113.700,-55.482,-109.402,37.900,70.720,206.691,-79.316,-8.205
'[15:07:50.367 06/11/2076]',-84.005,-101.978,-23.053,21.490,-57.827,-90.647,-63.687,25.788,15.238,-28.523,-30.476,-56.654,28.132,-43.370,5.079,-92.991,-51.966,-104.713,23.834,71.111,189.109,-81.661,5.079
'[15:07:50.371 06/11/2076]',-79.707,-88.694,-9.377,21.880,-57.827,-73.455,-57.827,33.602,40.244,-15.629,-37.118,-48.059,82.833,-68.376,0.000,-76.190,-47.668,-96.508,10.159,71.502,141.050,-17.973,0.000
'[15:07:50.375 06/11/2076]',-70.720,-76.190,2.735,19.927,-56.264,-58.217,-53.138,43.761,40.244,-10.549,-21.880,-51.184,72.674,-15.238,-21.490,-80.488,-42.198,-90.256,-1.954,65.641,134.408,18.755,-21.490
'[15:07:50.379 06/11/2076]',-64.078,-62.515,19.145,25.788,-56.264,-45.324,-42.979,64.078,35.556,2.735,-11.722,-46.105,84.786,-41.026,17.582,-82.833,-32.821,-81.270,-18.364,51.184,141.050,-2.344,17.582
'[15:07:50.383 06/11/2076]',-44.151,-47.277,36.337,16.410,-46.105,-30.085,-20.317,59.389,48.059,21.490,0.000,-30.867,94.554,-16.410,21.880,-60.952,-15.238,-62.906,-35.556,56.654,123.468,8.205,21.880
'[15:07:50.387 06/11/2076]',-28.523,-37.900,43.761,18.364,-41.416,-14.457,-6.642,58.217,43.761,36.337,21.880,-15.238,81.270,16.801,40.244,-51.575,-1.563,-46.105,-42.979,64.469,106.667,9.768,40.244
'[15:07:50.391 06/11/2076]',-19.927,-22.271,65.641,26.569,-41.807,1.563,5.861,84.005,42.198,58.217,37.900,-7.033,64.860,52.357,77.363,-63.297,12.894,-30.867,-64.860,43.370,103.541,16.020,77.363
'[15:07:50.395 06/11/2076]',-0.781,-11.331,76.581,14.847,-33.993,12.894,19.536,79.316,63.687,74.237,31.648,-3.126,63.687,173.480,-7.033,-62.125,27.350,-16.801,-75.800,39.463,69.939,136.361,-7.033
'[15:07:50.398 06/11/2076]',-3.907,-7.814,84.786,35.556,-31.258,35.946,16.020,87.131,81.270,89.866,33.993,5.079,55.092,106.276,114.090,-64.860,39.853,-4.298,-84.005,41.416,28.913,88.303,114.090
'[15:07:50.402 06/11/2076]',15.238,2.344,94.945,29.304,-16.410,52.357,28.523,77.363,94.554,98.852,50.403,9.768,64.078,133.626,119.951,-63.687,57.045,6.642,-94.164,38.681,25.397,96.117,119.951
'[15:07:50.406 06/11/2076]',23.834,14.457,101.587,30.085,-8.987,65.250,34.774,79.707,102.369,115.263,44.151,22.662,83.223,56.654,198.486,-53.529,70.720,12.503,-100.806,25.788,23.834,34.383,198.486
'[15:07:50.410 06/11/2076]',28.913,24.615,112.527,30.085,-5.079,79.316,46.886,75.018,103.932,129.719,58.217,27.350,79.316,107.057,192.625,-59.389,88.303,26.960,-111.746,17.973,28.523,66.422,192.625
'[15:07:50.414 06/11/2076]',33.211,36.728,119.560,38.681,-2.344,84.786,65.641,80.488,103.150,131.673,67.985,41.416,83.614,83.223,232.869,-55.482,98.852,40.635,-118.779,2.344,41.807,34.383,232.869
'[15:07:50.418 06/11/2076]',39.072,53.529,132.454,25.788,7.033,96.508,78.535,69.158,118.388,147.302,58.999,33.211,83.614,120.733,212.552,-58.217,110.965,46.105,-131.673,-19.927,55.092,59.780,212.552
'[15:07:50.422 06/11/2076]',48.840,66.813,135.971,18.364,19.927,116.825,77.753,55.092,124.249,149.646,66.032,38.681,102.369,85.177,239.902,-47.277,118.388,56.264,-135.189,-20.708,33.211,44.542,239.902
'[15:07:50.426 06/11/2076]',64.078,76.972,130.891,16.410,36.728,134.017,73.065,44.151,135.189,140.269,73.065,42.979,70.720,114.090,245.763,-37.900,115.653,60.952,-130.110,-22.271,7.424,42.589,245.763
'[15:07:50.430 06/11/2076]',82.051,89.084,127.766,5.079,55.873,148.474,66.813,32.430,141.050,132.063,78.535,42.589,82.442,133.236,216.459,-37.118,114.872,63.687,-126.984,-29.304,-10.159,71.502,216.459
'[15:07:50.434 06/11/2076]',95.726,92.601,119.560,1.172,66.422,155.897,59.780,26.960,119.560,116.435,96.117,74.237,98.462,87.131,230.525,-9.377,108.620,67.985,-118.779,-26.569,-4.689,18.364,230.525
'[15:07:50.438 06/11/2076]',103.541,96.117,111.746,0.391,76.972,155.897,58.999,19.145,123.077,105.495,97.680,89.866,77.363,134.799,205.910,-0.781,101.197,70.330,-110.965,-32.821,-28.913,63.687,205.910
'[15:07:50.441 06/11/2076]',101.587,105.104,103.150,-5.861,81.270,150.427,54.701,16.410,108.620,76.581,112.527,87.521,64.860,148.083,177.387,-4.298,88.303,66.422,-102.369,-50.794,-1.563,50.012,177.387
'[15:07:50.445 06/11/2076]',95.726,113.309,93.382,-5.861,88.303,146.129,50.403,10.159,110.574,82.833,96.117,73.846,83.223,99.243,186.374,-5.079,77.753,63.687,-92.601,-69.158,-10.549,49.621,186.374
'[15:07:50.449 06/11/2076]',95.726,115.653,79.316,-4.298,101.978,141.441,49.231,-5.079,112.137,81.661,92.210,76.581,76.581,112.527,163.712,10.549,68.767,66.032,-78.535,-69.939,-18.755,68.376,163.712
