'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[03:01:49.035 07/11/2076]',-3.516,-56.654,-40.244,-14.847,-91.819,-38.681,-16.410,30.476,-60.171,44.933,-25.006,25.788,69.939,60.562,-100.806,-43.370,47.277,35.946,41.026,18.755,98.852,67.595,-100.806
'[03:01:49.039 07/11/2076]',-0.781,-72.283,-37.118,-7.033,-104.713,-43.761,-6.252,37.118,-81.661,40.635,7.424,3.516,78.926,38.681,-103.541,-43.370,52.747,44.542,37.900,32.430,107.839,42.589,-103.541
'[03:01:49.043 07/11/2076]',-7.033,-67.595,-35.556,-7.814,-113.309,-36.728,-1.954,32.039,-83.614,33.211,10.940,6.642,83.614,35.556,-113.700,-36.337,56.264,28.913,36.337,31.258,117.998,42.198,-113.700
'[03:01:49.047 07/11/2076]',-5.470,-65.641,-33.602,-7.814,-109.011,-33.602,0.391,28.132,-85.958,31.258,-8.596,21.099,83.614,34.774,-123.858,-35.165,55.482,29.695,34.383,22.662,124.640,48.059,-123.858
'[03:01:49.051 07/11/2076]',12.894,-66.422,-37.509,-4.298,-104.322,-24.225,4.298,27.741,-89.866,26.960,-5.861,32.430,84.005,24.615,-123.077,-21.099,55.482,54.701,38.291,25.006,111.355,41.416,-123.077
'[03:01:49.055 07/11/2076]',-3.126,-65.250,-28.132,-8.596,-123.858,-21.099,13.284,24.615,-98.852,19.927,12.112,18.364,75.409,16.410,-122.686,-16.020,56.654,100.415,28.913,30.476,103.932,30.867,-122.686
'[03:01:49.059 07/11/2076]',-13.284,-48.840,-21.099,-11.331,-106.276,-25.788,13.675,21.490,-105.104,16.801,23.443,21.490,63.687,-3.516,-104.322,1.563,60.171,232.479,21.880,25.006,83.614,19.927,-104.322
'[03:01:49.063 07/11/2076]',-14.847,-60.562,-17.192,-11.331,-106.667,-29.695,9.768,20.317,-110.574,12.894,31.258,46.886,50.012,-23.443,-82.442,37.900,65.641,337.582,17.973,23.443,57.436,1.954,-82.442
'[03:01:49.066 07/11/2076]',-27.350,-48.059,-7.424,-15.238,-114.090,-20.708,15.238,19.145,-116.825,7.424,38.291,18.755,32.039,-22.662,-79.707,17.582,73.846,399.316,8.205,29.304,33.993,-3.907,-79.707
'[03:01:49.070 07/11/2076]',-17.582,-54.310,-1.172,-19.145,-96.117,-19.536,7.424,13.284,-111.746,17.582,23.834,40.244,16.020,-45.714,-44.151,45.714,79.707,434.090,1.954,17.582,16.801,-26.960,-44.151
'[03:01:49.074 07/11/2076]',12.112,-66.032,2.344,-24.225,-92.210,-9.768,11.722,12.894,-112.527,21.880,24.225,33.993,10.549,-52.747,-34.774,46.105,86.349,445.031,-1.563,20.708,-12.503,-33.993,-34.774
'[03:01:49.078 07/11/2076]',-11.722,-41.807,7.033,-25.006,-89.866,-19.145,19.145,16.020,-119.170,24.225,33.211,53.529,8.596,-65.641,-33.602,84.005,85.958,445.421,-6.252,25.006,-25.788,-44.542,-33.602
'[03:01:49.082 07/11/2076]',-7.424,-49.231,10.549,-34.774,-91.038,-26.178,19.536,14.066,-120.342,26.960,29.695,17.192,-3.907,-71.893,-22.662,54.701,82.442,451.673,-9.768,14.066,-42.979,-42.198,-22.662
'[03:01:49.086 07/11/2076]',-12.894,-33.602,5.079,-42.589,-83.614,-28.913,17.192,9.768,-119.560,26.960,22.662,45.324,-21.490,-72.674,-8.205,80.098,81.270,463.394,-4.298,9.377,-79.316,-33.602,-8.205
'[03:01:49.090 07/11/2076]',-6.252,-38.681,1.172,-42.979,-96.899,-25.006,21.099,12.112,-123.858,27.741,39.072,20.317,-14.457,-101.978,10.159,71.111,87.521,471.209,-0.391,25.397,-113.700,-49.621,10.159
'[03:01:49.094 07/11/2076]',7.033,-48.840,0.000,-40.244,-96.117,-15.238,14.847,12.894,-123.858,30.867,54.310,46.886,-19.536,-113.309,34.383,107.839,94.554,471.990,0.781,33.993,-145.739,-54.701,34.383
'[03:01:49.098 07/11/2076]',12.894,-44.542,1.954,-43.370,-61.734,-16.410,-0.391,5.470,-117.998,36.337,42.198,51.575,-36.728,-98.462,53.919,94.945,95.726,463.004,-1.172,17.973,-150.037,-50.012,53.919
'[03:01:49.102 07/11/2076]',14.457,-53.919,6.252,-40.635,-66.813,-16.410,1.563,6.252,-119.170,40.635,37.509,73.065,-57.436,-71.111,57.045,104.322,97.289,464.176,-5.470,4.689,-148.864,-37.509,57.045
'[03:01:49.105 07/11/2076]',15.629,-39.853,8.596,-39.463,-43.761,-20.317,3.516,4.298,-121.514,49.231,58.999,50.794,-65.250,-55.092,63.297,95.726,106.667,471.990,-7.814,7.033,-157.460,-41.807,63.297
'[03:01:49.109 07/11/2076]',12.503,-42.589,23.053,-50.794,-32.430,-27.741,8.205,-5.861,-123.077,56.264,76.190,34.774,-78.144,-41.807,73.455,92.601,110.965,471.990,-22.271,5.861,-170.354,-42.198,73.455
'[03:01:49.113 07/11/2076]',31.648,-38.291,19.927,-45.324,-30.867,-13.284,11.722,0.391,-118.388,58.999,60.562,62.906,-72.283,-43.370,76.581,104.713,117.216,472.381,-19.145,14.847,-203.565,-34.383,76.581
'[03:01:49.117 07/11/2076]',35.165,-43.761,22.271,-42.979,-42.198,-2.735,11.331,5.079,-114.090,58.217,53.919,60.171,-80.098,-42.979,86.740,96.117,122.295,468.864,-21.490,25.788,-231.697,-40.244,86.740
'[03:01:49.121 07/11/2076]',33.211,-39.853,32.821,-49.621,-25.397,1.954,-0.781,0.391,-104.322,53.138,59.389,71.502,-75.409,-46.105,90.256,112.527,122.686,463.785,-32.039,22.271,-234.823,-42.589,90.256
'[03:01:49.125 07/11/2076]',42.589,-34.774,34.383,-51.575,-27.741,16.020,-2.344,3.907,-96.508,44.542,60.171,92.601,-69.939,-42.198,85.568,128.938,123.077,462.613,-33.602,28.132,-242.637,-48.449,85.568
'[03:01:49.129 07/11/2076]',46.105,-29.695,34.383,-54.310,-12.503,14.457,-10.549,5.079,-92.601,36.337,63.687,117.216,-87.131,-30.085,88.303,155.116,121.514,458.706,-33.602,13.675,-240.684,-57.827,88.303
'[03:01:49.133 07/11/2076]',52.747,-17.192,35.946,-66.032,-3.516,20.317,-12.503,0.391,-94.164,35.165,69.158,87.521,-95.726,-21.880,91.819,125.031,119.560,447.766,-35.165,15.238,-253.578,-61.343,91.819
'[03:01:49.137 07/11/2076]',76.972,-21.880,32.430,-73.846,-8.987,33.602,-9.768,-0.391,-92.991,37.900,61.343,101.978,-105.495,-1.954,92.210,123.077,119.170,440.733,-31.648,11.331,-265.299,-53.529,92.210
'[03:01:49.141 07/11/2076]',67.204,-8.987,27.350,-69.939,-22.271,45.324,-7.814,0.781,-101.587,42.589,63.687,113.309,-107.839,11.331,87.131,128.938,124.249,448.156,-26.569,10.549,-265.690,-48.059,87.131
'[03:01:49.145 07/11/2076]',85.958,-22.662,30.867,-75.018,-22.271,51.575,-5.079,-4.298,-104.322,51.575,79.316,131.673,-111.746,26.569,88.303,155.507,126.984,438.388,-30.085,22.271,-280.147,-42.198,88.303
'[03:01:49.148 07/11/2076]',91.819,-18.755,29.695,-82.833,-21.099,66.813,-6.642,-18.755,-97.680,61.343,75.409,94.945,-105.885,39.853,81.661,119.170,124.249,417.680,-28.913,12.503,-265.299,-35.165,81.661
'[03:01:49.152 07/11/2076]',71.502,2.735,31.258,-85.177,3.907,68.767,-16.801,-33.993,-91.429,70.330,62.906,92.601,-114.481,82.051,57.436,109.011,123.077,402.051,-30.476,1.172,-246.154,-5.861,57.436
'[03:01:49.156 07/11/2076]',76.581,12.894,31.648,-82.833,36.728,68.376,-21.099,-44.933,-75.409,83.614,71.893,63.297,-121.123,72.283,89.084,103.932,129.719,407.131,-30.867,3.516,-248.498,-30.085,89.084
'[03:01:49.160 07/11/2076]',99.634,10.940,31.258,-86.740,73.065,67.985,-22.271,-62.906,-50.403,94.554,76.190,75.018,-108.620,90.647,83.223,130.501,132.845,394.628,-30.476,-11.331,-221.929,-23.443,83.223
'[03:01:49.164 07/11/2076]',63.297,35.165,23.443,-76.190,76.190,56.654,-23.443,-62.515,-33.211,103.541,39.463,81.661,-112.918,119.951,76.581,108.230,127.766,399.316,-22.662,-35.556,-199.267,3.126,76.581
'[03:01:49.168 07/11/2076]',62.515,44.933,21.490,-76.190,84.005,61.343,-19.145,-72.674,-16.020,109.011,31.258,90.256,-106.667,129.328,74.628,116.825,127.375,395.409,-20.708,-42.198,-192.625,14.066,74.628
'[03:01:49.172 07/11/2076]',80.879,43.370,24.225,-84.786,89.084,76.581,-10.940,-89.866,-0.781,112.137,49.621,60.562,-91.429,130.891,66.813,115.653,128.156,368.449,-23.443,-42.589,-178.168,12.894,66.813
'[03:01:49.176 07/11/2076]',84.786,45.714,23.053,-88.303,89.475,91.429,-8.987,-105.104,19.145,110.183,55.092,42.979,-60.562,121.514,56.264,110.965,121.905,337.582,-22.271,-30.867,-177.778,17.192,56.264
'[03:01:49.180 07/11/2076]',101.587,51.575,20.708,-91.819,109.011,117.216,-24.615,-118.779,37.509,98.462,39.463,56.654,-72.674,130.891,55.873,119.170,117.998,323.907,-19.927,-30.085,-188.327,25.788,55.873
'[03:01:49.184 07/11/2076]',103.541,41.416,17.192,-92.991,131.282,97.289,-30.085,-127.375,66.422,84.005,24.615,49.231,-69.939,129.719,55.092,110.183,105.885,310.232,-16.410,-46.886,-168.791,29.695,55.092
'[03:01:49.188 07/11/2076]',103.541,50.794,3.516,-94.554,170.745,65.250,-37.118,-135.189,87.521,74.237,7.814,53.529,-63.297,127.375,47.668,112.527,91.429,293.040,-2.735,-55.092,-160.586,36.728,47.668
'[03:01:49.191 07/11/2076]',98.071,59.389,-8.987,-96.508,171.917,62.906,-41.807,-140.269,97.680,57.827,-5.861,37.509,-59.780,112.137,41.416,93.773,80.879,276.630,9.768,-57.045,-153.944,33.602,41.416
'[03:01:49.195 07/11/2076]',113.700,41.026,-19.536,-98.462,176.606,53.529,-46.886,-146.129,115.263,43.761,-13.284,57.827,-43.761,88.303,35.165,123.858,69.158,260.611,20.317,-58.999,-146.129,32.039,35.165
'[03:01:49.199 07/11/2076]',119.560,45.324,-35.165,-104.322,176.996,57.827,-54.701,-153.944,129.328,27.350,-24.615,41.416,-41.807,73.455,30.085,112.137,56.264,247.326,35.946,-53.138,-157.460,33.211,30.085
'[03:01:49.203 07/11/2076]',123.858,37.118,-42.979,-105.104,160.195,70.720,-60.952,-156.288,135.580,10.940,-44.542,62.125,-51.575,64.469,31.258,119.951,44.151,237.167,43.761,-55.873,-162.930,42.198,31.258
'[03:01:49.207 07/11/2076]',103.932,49.621,-48.059,-102.759,178.950,51.966,-70.720,-157.070,145.739,-3.516,-47.668,44.933,-43.370,42.198,33.211,105.495,35.556,219.194,48.840,-58.999,-159.023,40.635,33.211
'[03:01:49.211 07/11/2076]',111.746,50.012,-51.966,-98.071,176.996,55.482,-69.158,-151.600,151.209,-14.457,-42.589,56.264,-38.291,22.271,42.589,123.077,28.913,211.380,52.747,-55.092,-170.745,38.291,42.589
'[03:01:49.215 07/11/2076]',105.495,61.734,-55.873,-91.819,184.811,44.542,-66.032,-144.176,153.162,-26.960,-58.999,38.681,-46.105,23.443,43.370,84.396,13.675,218.803,56.654,-59.780,-164.103,47.668,43.370
'[03:01:49.219 07/11/2076]',113.309,54.701,-64.078,-83.223,178.559,47.277,-67.985,-136.752,159.023,-40.635,-82.051,75.800,-47.668,21.490,37.509,100.024,5.079,218.803,64.860,-73.846,-139.878,55.482,37.509
'[03:01:49.223 07/11/2076]',103.541,49.621,-65.250,-76.972,155.897,52.357,-67.204,-130.891,158.632,-53.919,-72.674,64.469,-41.416,5.470,38.291,93.773,-0.391,206.300,66.032,-65.641,-127.375,46.886,38.291
'[03:01:49.227 07/11/2076]',103.150,33.211,-69.939,-66.032,151.990,33.602,-66.422,-119.170,148.864,-71.502,-77.363,83.614,-42.198,-9.768,35.556,100.024,-11.331,197.705,70.720,-71.111,-87.521,35.946,35.556
'[03:01:49.230 07/11/2076]',113.309,17.582,-82.051,-64.469,146.911,24.225,-69.158,-117.216,140.659,-84.396,-103.541,82.442,-59.389,-6.642,33.602,67.595,-25.006,198.486,82.833,-80.488,-74.237,45.714,33.602
'[03:01:49.234 07/11/2076]',101.978,26.960,-87.131,-67.985,142.222,28.913,-78.535,-119.560,133.626,-94.164,-112.918,101.587,-56.264,-22.271,35.946,70.330,-35.556,183.639,87.912,-78.535,-72.283,49.621,35.946
'[03:01:49.238 07/11/2076]',100.024,26.960,-89.475,-68.376,171.526,0.000,-81.661,-119.560,118.779,-105.104,-93.382,72.674,-62.515,-40.635,41.416,55.092,-52.357,185.201,90.256,-69.158,-71.111,34.774,41.416
'[03:01:49.242 07/11/2076]',107.057,16.801,-90.256,-70.330,159.805,1.954,-79.707,-118.388,108.620,-115.263,-86.740,48.059,-66.813,-50.403,44.151,27.350,-66.422,171.917,91.038,-54.310,-78.144,32.430,44.151
'[03:01:49.246 07/11/2076]',60.952,33.602,-85.568,-60.952,148.474,-4.298,-86.349,-108.230,100.024,-121.514,-94.945,74.237,-63.297,-60.562,43.761,39.463,-75.800,167.228,86.349,-49.231,-70.330,35.946,43.761
'[03:01:49.250 07/11/2076]',50.794,18.755,-69.548,-50.403,137.924,-7.033,-85.958,-94.554,89.866,-125.812,-97.680,74.628,-67.204,-61.734,47.277,23.053,-82.442,159.023,70.330,-49.231,-39.853,35.165,47.277
'[03:01:49.254 07/11/2076]',61.343,10.159,-63.687,-41.807,123.077,1.563,-76.972,-80.488,80.488,-123.468,-104.322,86.349,-73.065,-46.886,50.403,9.768,-82.051,157.851,64.469,-50.012,-21.099,46.105,50.403
'[03:01:49.258 07/11/2076]',50.012,16.801,-53.529,-29.304,107.448,8.205,-68.767,-62.515,69.939,-116.044,-106.276,73.065,-67.204,-37.509,52.747,-26.178,-78.535,156.288,54.310,-47.668,2.735,57.436,52.747
'[03:01:49.262 07/11/2076]',60.952,9.768,-40.635,-19.536,99.634,12.503,-57.436,-44.151,57.436,-108.620,-94.945,91.038,-53.138,-33.602,51.575,-19.927,-77.753,157.070,41.416,-39.463,28.523,60.952,51.575
'[03:01:49.266 07/11/2076]',48.449,17.973,-26.960,-20.317,92.991,7.033,-48.840,-31.258,44.933,-101.587,-92.991,50.794,-54.310,-17.192,50.012,-76.581,-82.833,148.083,27.741,-41.807,58.608,67.595,50.012
'[03:01:49.270 07/11/2076]',17.973,39.072,-12.503,-16.020,85.177,4.689,-46.105,-16.020,36.728,-95.726,-101.978,80.879,-55.092,-1.563,47.668,-70.720,-87.521,142.222,13.284,-47.668,86.349,83.223,47.668
'[03:01:49.273 07/11/2076]',9.377,42.979,5.470,-11.722,65.641,15.238,-33.993,1.172,32.821,-88.303,-87.912,60.171,-33.602,-4.298,52.747,-97.680,-81.661,152.381,-4.689,-38.681,106.667,80.879,52.747
'[03:01:49.277 07/11/2076]',20.317,33.211,24.225,-4.298,46.105,34.774,-23.443,17.582,26.960,-81.661,-68.376,78.144,-17.582,-5.470,57.827,-78.535,-73.846,160.195,-23.443,-27.350,122.686,75.800,57.827
'[03:01:49.281 07/11/2076]',8.987,50.403,38.681,-0.781,46.496,37.118,-16.410,30.476,26.178,-73.455,-76.190,69.548,-17.582,12.894,60.952,-110.183,-68.376,151.990,-37.900,-29.304,131.282,92.991,60.952
'[03:01:49.285 07/11/2076]',7.424,62.125,53.529,3.516,24.615,54.701,0.781,46.496,22.271,-61.343,-81.661,85.177,-18.755,36.728,64.469,-117.998,-57.045,152.381,-52.747,-30.085,137.534,107.839,64.469
'[03:01:49.289 07/11/2076]',-2.735,63.297,78.535,12.503,20.317,37.509,26.178,66.813,10.159,-51.966,-50.794,74.628,-3.126,33.211,68.376,-116.825,-47.668,166.056,-77.753,-20.317,162.540,95.336,68.376
'[03:01:49.293 07/11/2076]',-11.331,81.661,94.164,13.284,29.695,29.695,39.853,77.753,4.689,-46.105,-42.979,82.833,0.391,41.416,72.674,-116.435,-43.761,169.963,-93.382,-23.834,171.917,102.369,72.674
'[03:01:49.297 07/11/2076]',-49.621,114.872,111.746,18.364,12.112,33.211,56.654,93.382,8.596,-39.463,-51.966,97.289,-2.344,68.767,78.144,-130.501,-41.807,175.824,-110.965,-35.946,187.155,121.905,78.144
'[03:01:49.301 07/11/2076]',-16.801,81.270,127.375,27.350,2.735,35.165,69.158,111.746,11.331,-37.900,-49.231,96.508,7.033,71.502,82.051,-140.659,-42.589,193.407,-126.593,-23.443,185.592,123.077,82.051
'[03:01:49.305 07/11/2076]',-22.271,82.833,144.567,28.523,-9.377,57.827,65.641,119.951,6.252,-33.602,-26.569,86.740,6.252,78.926,88.303,-141.441,-40.244,206.300,-143.785,-3.516,176.996,119.170,88.303
'[03:01:49.309 07/11/2076]',-14.847,71.111,163.321,32.430,-27.741,69.939,75.409,134.799,0.391,-26.960,-10.549,108.620,16.801,82.833,91.429,-121.514,-37.509,219.976,-162.540,2.735,187.546,116.825,91.429
'[03:01:49.313 07/11/2076]',-9.377,56.264,177.778,37.509,-40.244,71.502,78.144,153.944,-12.503,-22.271,-0.781,141.441,25.397,79.316,93.382,-94.554,-34.774,232.479,-176.996,11.722,187.546,109.402,93.382
'[03:01:49.316 07/11/2076]',-37.900,73.065,184.811,39.853,-49.231,60.952,81.661,166.838,-28.132,-18.755,7.033,140.269,21.880,82.051,93.773,-99.634,-34.383,237.949,-184.029,12.112,184.811,108.230,93.773
'[03:01:49.320 07/11/2076]',-48.059,77.753,184.811,44.542,-61.734,55.873,88.694,176.606,-33.993,-14.457,4.689,144.567,31.648,83.614,92.210,-108.620,-33.211,240.293,-184.029,-1.563,189.109,117.216,92.210
'[03:01:49.324 07/11/2076]',-39.463,71.893,181.294,53.919,-80.879,66.813,92.210,189.890,-37.900,-17.192,5.470,180.904,17.973,97.289,93.382,-78.535,-27.741,241.856,-180.513,-3.516,179.731,119.170,93.382
'[03:01:49.328 07/11/2076]',-30.867,60.562,175.824,64.860,-87.521,64.469,93.382,200.440,-45.324,-16.410,18.755,206.691,19.145,93.773,99.243,-50.403,-25.788,240.293,-175.043,10.940,155.897,112.918,99.243
'[03:01:49.332 07/11/2076]',-16.410,40.635,173.480,66.032,-100.806,69.158,92.991,202.784,-46.496,-19.536,21.099,201.612,11.331,107.057,96.117,-59.780,-29.304,234.042,-172.698,10.940,147.692,115.653,96.117
'[03:01:49.336 07/11/2076]',-14.847,42.589,168.791,69.939,-100.806,67.985,91.429,208.254,-45.714,-21.880,15.629,209.426,5.470,118.388,95.336,-64.469,-33.993,231.306,-168.010,11.331,132.454,119.170,95.336
'[03:01:49.340 07/11/2076]',-28.913,53.529,162.540,76.581,-67.204,32.821,83.223,215.287,-52.747,-21.490,32.430,237.558,10.159,110.574,98.852,-26.178,-37.118,233.260,-161.758,24.225,106.667,107.057,98.852
'[03:01:49.344 07/11/2076]',-49.621,54.310,157.070,79.707,-89.084,30.476,78.926,221.538,-62.125,-25.006,48.449,252.796,12.503,106.276,96.117,-3.126,-40.244,232.088,-156.288,28.132,98.071,98.462,96.117
'[03:01:49.348 07/11/2076]',-45.714,48.840,147.302,83.223,-98.071,26.178,74.237,231.306,-65.641,-27.741,34.383,261.783,7.814,115.263,92.601,-15.238,-45.714,219.976,-146.520,14.066,90.256,112.918,92.601
'[03:01:49.352 07/11/2076]',-33.993,32.039,135.189,87.912,-112.527,12.503,75.800,245.763,-74.237,-27.741,26.178,269.988,-8.596,134.408,93.382,-26.569,-50.403,210.989,-134.408,5.079,77.753,122.686,93.382
'[03:01:49.355 07/11/2076]',-21.099,11.331,128.938,87.131,-137.534,14.847,81.661,247.717,-85.177,-25.006,53.919,271.551,0.000,124.640,95.726,-6.252,-47.277,210.208,-128.156,18.755,66.032,108.230,95.726
'[03:01:49.359 07/11/2076]',-1.172,-3.907,119.951,76.972,-125.031,0.391,79.316,238.339,-87.521,-26.960,71.502,269.597,6.252,119.560,96.899,1.172,-50.012,204.347,-119.170,20.708,54.310,101.197,96.899
'[03:01:49.363 07/11/2076]',-2.735,-12.894,107.448,81.661,-123.858,-12.894,69.939,241.074,-92.210,-27.350,59.780,302.418,1.172,122.686,94.945,20.708,-57.436,193.797,-106.667,35.165,26.569,102.369,94.945
'[03:01:49.367 07/11/2076]',-30.085,7.033,109.011,79.316,-98.462,-15.238,47.277,234.042,-96.508,-26.960,60.562,315.702,1.954,117.216,96.508,34.774,-56.654,183.248,-108.230,25.006,31.648,99.634,96.508
'[03:01:49.371 07/11/2076]',-41.026,12.503,101.587,75.018,-94.164,-20.708,37.118,227.399,-97.289,-26.960,72.674,298.120,-1.563,122.295,96.117,27.350,-57.045,174.261,-100.806,24.225,25.006,96.117,96.117
'[03:01:49.375 07/11/2076]',-41.026,16.410,97.289,69.939,-100.806,-19.927,36.728,228.571,-100.415,-25.788,80.098,303.980,-3.126,123.468,97.680,37.118,-57.827,166.447,-96.508,20.317,11.331,96.899,97.680
'[03:01:49.379 07/11/2076]',-36.728,18.364,94.945,68.376,-98.852,-16.801,35.165,228.181,-102.759,-23.053,90.647,315.311,-0.391,119.170,101.587,57.436,-56.264,165.275,-94.164,14.066,4.689,95.336,101.587
'[03:01:49.383 07/11/2076]',-20.317,12.894,87.912,59.780,-105.885,-11.722,38.291,221.148,-99.634,-18.755,103.150,299.683,0.781,125.812,103.932,50.403,-56.654,168.400,-87.131,14.066,-13.675,93.773,103.932
'[03:01:49.387 07/11/2076]',-8.596,3.126,79.316,55.092,-106.667,-19.145,40.244,217.241,-94.945,-17.973,100.806,290.696,-5.079,135.189,106.276,39.463,-61.343,168.400,-78.535,9.377,-34.383,98.852,106.276
'[03:01:49.391 07/11/2076]',-6.252,4.689,77.753,58.608,-92.210,-26.569,37.900,217.241,-96.508,-12.503,106.667,312.576,2.735,126.984,107.839,69.548,-57.045,170.354,-76.972,3.126,-37.118,94.554,107.839
'[03:01:49.395 07/11/2076]',-15.238,19.927,73.455,57.045,-70.330,-37.509,35.165,210.989,-91.038,-9.377,126.203,321.172,15.629,119.170,112.137,97.289,-52.747,173.480,-72.674,3.907,-44.542,83.614,112.137
'[03:01:49.398 07/11/2076]',-18.755,18.755,65.250,47.277,-76.581,-42.979,35.556,198.877,-89.084,-11.722,128.547,295.775,5.861,123.468,114.090,78.144,-55.873,167.228,-64.469,0.000,-62.906,90.256,114.090
'[03:01:49.402 07/11/2076]',-27.350,36.337,61.343,42.589,-85.958,-31.258,37.509,194.969,-87.521,-11.331,120.733,286.398,-1.563,129.328,115.263,62.515,-54.310,164.103,-60.562,-6.252,-69.548,93.773,115.263
'[03:01:49.406 07/11/2076]',-9.768,32.039,60.562,44.151,-74.628,-21.099,34.383,191.062,-81.270,-8.205,143.004,292.650,14.847,121.514,122.686,84.005,-44.542,169.573,-59.780,-4.298,-62.125,82.442,122.686
'[03:01:49.410 07/11/2076]',-0.781,33.211,58.608,41.807,-94.945,0.391,41.416,187.546,-75.409,-5.470,161.758,287.961,20.317,125.031,128.547,92.210,-35.556,175.043,-57.827,0.391,-71.893,78.926,128.547
'[03:01:49.414 07/11/2076]',-8.987,34.383,58.999,49.231,-91.038,-15.629,48.840,193.016,-68.767,-1.172,137.143,286.398,13.284,146.911,126.203,63.687,-33.211,167.619,-58.217,-20.317,-46.886,96.117,126.203
'[03:01:49.418 07/11/2076]',12.112,24.225,55.092,51.966,-88.694,-9.377,55.092,189.890,-57.827,8.205,142.613,289.524,24.225,158.632,127.375,70.330,-23.053,176.996,-54.310,-22.271,-41.807,98.852,127.375
'[03:01:49.422 07/11/2076]',-3.126,34.383,54.310,46.496,-102.759,-12.894,73.065,177.387,-58.217,16.410,178.559,261.783,35.556,147.692,137.924,75.800,-12.503,194.969,-53.529,-14.066,-46.886,89.084,137.924
'[03:01:49.426 07/11/2076]',-4.298,35.946,60.952,45.714,-93.382,-23.053,87.521,169.573,-54.310,20.317,194.969,254.359,44.542,141.832,141.441,84.786,-10.549,206.300,-60.171,3.907,-53.138,82.051,141.441
'[03:01:49.430 07/11/2076]',-2.344,39.463,69.548,51.575,-100.806,17.192,77.363,166.447,-47.668,26.569,191.844,277.021,57.045,145.739,141.050,101.978,-0.391,216.850,-68.767,4.689,-41.807,86.740,141.050
'[03:01:49.434 07/11/2076]',-12.503,38.681,78.535,57.827,-116.825,38.681,77.363,165.665,-46.496,32.039,194.188,278.193,62.515,148.474,141.441,102.369,6.642,225.836,-77.753,14.066,-31.648,86.349,141.441
'[03:01:49.438 07/11/2076]',-16.020,44.542,89.084,65.250,-122.295,61.734,77.753,167.228,-37.118,34.774,196.923,262.955,70.720,153.944,141.050,89.866,12.503,228.571,-88.303,15.629,-12.894,85.958,141.050
'[03:01:49.441 07/11/2076]',-5.470,35.946,91.429,71.111,-131.282,77.753,78.144,169.963,-29.695,39.463,199.267,269.988,76.581,162.540,141.441,95.336,18.755,228.962,-90.647,8.987,0.781,89.475,141.441
'[03:01:49.445 07/11/2076]',-2.735,37.509,95.726,76.190,-128.938,77.363,87.131,172.698,-24.615,45.714,213.333,278.193,89.084,165.275,145.348,111.355,24.615,234.823,-94.945,14.457,9.768,84.005,145.348
'[03:01:49.449 07/11/2076]',-6.642,62.125,97.680,73.455,-71.893,38.291,91.038,170.745,-17.192,48.059,220.366,257.094,97.680,160.977,150.037,97.289,25.397,232.479,-96.899,11.331,8.205,84.786,150.037
'[03:01:49.453 07/11/2076]',0.781,66.032,98.462,72.674,-64.860,40.635,93.773,170.745,-12.894,51.966,212.161,247.717,95.726,172.308,149.646,78.926,29.304,232.869,-97.680,10.159,11.331,88.694,149.646
'[03:01:49.457 07/11/2076]',8.205,68.767,101.978,75.409,-54.310,49.231,92.991,168.400,-11.331,57.827,220.757,264.518,108.230,169.182,149.646,102.369,43.370,237.949,-101.197,14.847,13.675,84.786,149.646
'[03:01:49.461 07/11/2076]',29.695,66.032,103.541,73.846,-44.542,60.562,94.554,164.884,-9.768,62.515,233.651,270.379,121.123,157.851,152.772,122.686,53.919,240.684,-102.759,25.006,4.298,76.972,152.772
'[03:01:49.465 07/11/2076]',28.523,67.985,102.759,70.720,-66.813,80.488,96.508,161.758,-5.079,62.125,222.711,259.829,115.653,167.619,151.209,103.541,57.436,234.042,-101.978,6.642,12.112,86.349,151.209
'[03:01:49.469 07/11/2076]',33.211,71.893,98.071,64.469,-44.542,66.422,93.382,154.725,0.391,62.906,207.863,256.313,112.918,178.559,144.567,89.866,58.999,226.618,-97.289,-16.410,27.741,92.991,144.567
'[03:01:49.473 07/11/2076]',39.072,79.316,99.634,59.389,-40.244,67.985,98.462,153.162,0.391,65.641,219.976,257.875,129.328,165.275,143.004,104.713,66.422,227.790,-98.852,-8.596,28.913,78.926,143.004
'[03:01:49.477 07/11/2076]',34.774,88.303,97.289,55.873,-32.821,57.436,99.634,154.725,1.172,64.860,218.022,266.862,139.096,157.460,136.752,116.435,69.158,221.538,-96.508,-11.722,35.556,72.674,136.752
'[03:01:49.480 07/11/2076]',43.370,89.866,89.866,46.496,-23.834,52.357,96.508,146.520,8.205,65.641,191.453,256.703,132.845,174.261,125.031,89.084,64.078,208.254,-89.084,-20.708,41.026,80.879,125.031
'[03:01:49.484 07/11/2076]',46.496,91.429,80.098,40.244,-35.556,64.860,91.429,139.878,10.549,64.860,178.168,246.545,132.063,168.400,120.733,76.972,64.469,198.877,-79.316,-11.331,25.788,78.144,120.733
